"names.u.","u","n","diff"
"earlier",0.00791261718414036,0.00429953421712648,0.00361308296701388
"afford",0.0137610733637224,0.0101516780126597,0.00360939535106263
"promis",0.00825664401823342,0.00465782873522035,0.00359881528301307
"shade",0.0061064763051518,0.00250806162665711,0.00359841467849469
"handl",0.00980476477165219,0.00621043831362714,0.00359432645802505
"charact",0.00550442934548895,0.00191090409650066,0.00359352524898829
"carri",0.0156532209512342,0.0120625821091604,0.0035906388420738
"corpor",0.00705255009890771,0.00346351367490744,0.00358903642400027
"air",0.0129010062784897,0.0093156574704407,0.00358534880804902
"contain",0.0095467446460824,0.00597157530156455,0.00357516934451784
"host",0.00894469768641954,0.0053744177714081,0.00357027991501144
"stuck",0.00894469768641954,0.0053744177714081,0.00357027991501144
"indian",0.00989077148017545,0.00632986981965843,0.00356090166051703
"health",0.00774060376709383,0.00418010271109519,0.00356050105599865
"shoe",0.0102347983142685,0.0066881643377523,0.00354663397651621
"cucumb",0.00688053668186119,0.00334408216887615,0.00353645451298504
"favor",0.00688053668186119,0.00334408216887615,0.00353645451298504
"ventur",0.00688053668186119,0.00334408216887615,0.00353645451298504
"furnitur",0.00842865743527995,0.00489669174728293,0.00353196568799702
"soggi",0.00997677818869872,0.00644930132568972,0.003527476863009
"cinnamon",0.0078266104756171,0.00429953421712648,0.00352707625849062
"judg",0.00722456351595424,0.00370237668697002,0.00352218682898422
"sum",0.00722456351595424,0.00370237668697002,0.00352218682898422
"lose",0.00662251655629139,0.00310521915681357,0.00351729739947782
"troubl",0.00662251655629139,0.00310521915681357,0.00351729739947782
"divers",0.00602046959662854,0.00250806162665711,0.00351240796997142
"matt",0.00481637567730283,0.0013137465663442,0.00350262911095863
"crappi",0.0063644964307216,0.00286635614475099,0.00349814028597061
"jump",0.0063644964307216,0.00286635614475099,0.00349814028597061
"raw",0.00791261718414036,0.00441896572315777,0.00349365146098259
"prompt",0.0153091941171411,0.0118237190970978,0.00348547502004332
"casual",0.0131590264040595,0.00967395198853458,0.00348507441552494
"import",0.00670852326481466,0.00322465066284486,0.0034838726019698
"potenti",0.0061064763051518,0.0026274931326884,0.0034789831724634
"valet",0.00765459705857057,0.00418010271109519,0.00347449434747538
"initi",0.00705255009890771,0.00358294518093873,0.00346960491796898
"pretzel",0.00705255009890771,0.00358294518093873,0.00346960491796898
"dump",0.00430033542616324,0.000836020542219037,0.0034643148839442
"bun",0.0138470800722456,0.0103905410247223,0.00345653904752331
"creme",0.00679452997333792,0.00334408216887615,0.00345044780446177
"refus",0.00679452997333792,0.00334408216887615,0.00345044780446177
"mark",0.00834265072675669,0.00489669174728293,0.00344595897947375
"los",0.00619248301367507,0.00274692463871969,0.00344555837495537
"nasti",0.00619248301367507,0.00274692463871969,0.00344555837495537
"scale",0.00498838909434936,0.00155260957840678,0.00343577951594258
"version",0.0108368452739314,0.00740475337394005,0.00343209189999132
"respond",0.00438634213468651,0.000955452048250328,0.00343089008643618
"tuna",0.0139330867807689,0.0105099725307536,0.00342311425001529
"overwhelm",0.00963275135460566,0.00621043831362714,0.00342231304097852
"sea",0.00748258364152404,0.0040606712050639,0.00342191243646014
"twice",0.0234798314268513,0.0200644930132569,0.0034153384135944
"test",0.00627848972219833,0.00286635614475099,0.00341213357744735
"ham",0.0078266104756171,0.00441896572315777,0.00340764475245933
"heck",0.00722456351595424,0.00382180819300131,0.00340275532295293
"screen",0.0103208050227918,0.00692702734981488,0.0033937776729769
"comment",0.0118689257762105,0.00847963692822166,0.00338928884798888
"walmart",0.00541842263696568,0.00203033560253195,0.00338808703443374
"tax",0.00696654339038445,0.00358294518093873,0.00338359820944572
"mediocr",0.0143631203233852,0.0109876985548788,0.00337542176850645
"eventu",0.00576244947105874,0.00238863012062582,0.00337381935043292
"lie",0.00576244947105874,0.00238863012062582,0.00337381935043292
"secret",0.00731057022447751,0.0039412396990326,0.0033693305254449
"involv",0.00516040251139589,0.00179147259046937,0.00336892992092652
"gotten",0.0125569794443967,0.00919622596440941,0.00336075347998725
"ave",0.00825664401823342,0.00489669174728293,0.00335995227095049
"brick",0.00550442934548895,0.00214976710856324,0.00335466223692571
"thrown",0.00550442934548895,0.00214976710856324,0.00335466223692571
"opt",0.0107508385654081,0.00740475337394005,0.00334608519146806
"nearbi",0.0122989593188269,0.00895736295234683,0.00334159636648004
"excus",0.00799862389266363,0.00465782873522035,0.00334079515744328
"row",0.00584845617958201,0.00250806162665711,0.0033403945529249
"calori",0.00739657693300077,0.0040606712050639,0.00333590572793688
"divin",0.00524640921991915,0.00191090409650066,0.0033355051234185
"accommod",0.0132450331125828,0.00991281500059716,0.00333221811198562
"tuesday",0.0110948653995012,0.00776304789203392,0.00333181750746724
"know",0.00679452997333792,0.00346351367490744,0.00333101629843048
"fuck",0.0046443622602563,0.0013137465663442,0.0033306156939121
"beverag",0.00989077148017545,0.00656873283172101,0.00332203864845445
"tofu",0.00989077148017545,0.00656873283172101,0.00332203864845445
"bank",0.00559043605401221,0.00226919861459453,0.00332123743941768
"garden",0.0092887245205126,0.00597157530156455,0.00331714921894805
"joke",0.0092887245205126,0.00597157530156455,0.00331714921894805
"jean",0.00498838909434936,0.00167204108443807,0.00331634800991128
"incred",0.0237378515524211,0.0204227875313508,0.00331506402107032
"act",0.00868667756084975,0.0053744177714081,0.00331225978944165
"memori",0.00868667756084975,0.0053744177714081,0.00331225978944165
"theyd",0.00653650984776813,0.00322465066284486,0.00331185918492327
"carn",0.0123849660273501,0.00907679445837812,0.00330817156897201
"bud",0.00808463060118689,0.00477726024125164,0.00330737035993525
"darn",0.00748258364152404,0.00418010271109519,0.00330248093042885
"damag",0.00412832200911671,0.000836020542219037,0.00329230146689767
"adult",0.0078266104756171,0.00453839722918906,0.00328821324642804
"coke",0.00722456351595424,0.0039412396990326,0.00328332381692164
"closest",0.00662251655629139,0.00334408216887615,0.00327843438741524
"spectacular",0.0103208050227918,0.00704645885584617,0.00327434616694561
"soak",0.00602046959662854,0.00274692463871969,0.00327354495790884
"tonight",0.0118689257762105,0.00859906843425296,0.00326985734195759
"indulg",0.00541842263696568,0.00214976710856324,0.00326865552840244
"pomegran",0.00481637567730283,0.00155260957840678,0.00326376609889605
"desk",0.0106648318568848,0.00740475337394005,0.00326007848294479
"honey",0.0106648318568848,0.00740475337394005,0.00326007848294479
"accompani",0.00851466414380322,0.00525498626537681,0.00325967787842641
"southwest",0.0063644964307216,0.00310521915681357,0.00325927727390803
"worst",0.0165132880364668,0.0132568971694733,0.00325639086699354
"leg",0.00791261718414036,0.00465782873522035,0.00325478844892001
"freak",0.00731057022447751,0.0040606712050639,0.00324989901941361
"occasion",0.00731057022447751,0.0040606712050639,0.00324989901941361
"bore",0.00980476477165219,0.00656873283172101,0.00323603193993118
"thrill",0.00550442934548895,0.00226919861459453,0.00323523073089442
"produc",0.0107508385654081,0.00752418487997134,0.00322665368543677
"theyll",0.00679452997333792,0.00358294518093873,0.00321158479239919
"wheat",0.00679452997333792,0.00358294518093873,0.00321158479239919
"scallop",0.00834265072675669,0.00513555475934551,0.00320709596741117
"savori",0.00619248301367507,0.00298578765078228,0.00320669536289279
"luckili",0.00774060376709383,0.00453839722918906,0.00320220653790477
"crunchi",0.0092887245205126,0.00609100680759584,0.00319771771291676
"edibl",0.00498838909434936,0.00179147259046937,0.00319691650387999
"age",0.0108368452739314,0.00764361638600263,0.00319322888792874
"station",0.0102347983142685,0.00704645885584617,0.00318833945842234
"gonna",0.00808463060118689,0.00489669174728293,0.00318793885390396
"lime",0.00808463060118689,0.00489669174728293,0.00318793885390396
"traffic",0.00688053668186119,0.00370237668697002,0.00317815999489116
"espresso",0.00627848972219833,0.00310521915681357,0.00317327056538476
"spoon",0.00627848972219833,0.00310521915681357,0.00317327056538476
"squeez",0.00627848972219833,0.00310521915681357,0.00317327056538476
"juli",0.00412832200911671,0.000955452048250328,0.00317286996086638
"nose",0.00412832200911671,0.000955452048250328,0.00317286996086638
"properti",0.00567644276253548,0.00250806162665711,0.00316838113587837
"degre",0.00937473122903587,0.00621043831362714,0.00316429291540873
"dig",0.00722456351595424,0.0040606712050639,0.00316389231089035
"foot",0.00722456351595424,0.0040606712050639,0.00316389231089035
"steakhous",0.00507439580287262,0.00191090409650066,0.00316349170637197
"cowork",0.0109228519824546,0.00776304789203392,0.00315980409042071
"dad",0.00662251655629139,0.00346351367490744,0.00315900288138395
"hurri",0.00662251655629139,0.00346351367490744,0.00315900288138395
"america",0.00602046959662854,0.00286635614475099,0.00315411345187755
"pair",0.0118689257762105,0.00871849994028425,0.0031504258359263
"key",0.0075685903500473,0.00441896572315777,0.00314962462688953
"regist",0.00911671110346607,0.00597157530156455,0.00314513580190152
"account",0.00481637567730283,0.00167204108443807,0.00314433459286476
"tad",0.0063644964307216,0.00322465066284486,0.00313984576787674
"entertain",0.0122129526103036,0.00907679445837812,0.00313615815192548
"push",0.00791261718414036,0.00477726024125164,0.00313535694288872
"scream",0.00576244947105874,0.0026274931326884,0.00313495633837034
"bet",0.00670852326481466,0.00358294518093873,0.00312557808387592
"trust",0.010406811731315,0.00728532186790875,0.00312148986340629
"result",0.00825664401823342,0.00513555475934551,0.00312108925888791
"comfi",0.00765459705857057,0.00453839722918906,0.00311619982938151
"stale",0.00584845617958201,0.00274692463871969,0.00310153154086231
"ginger",0.00524640921991915,0.00214976710856324,0.00309664211135591
"chow",0.0046443622602563,0.00155260957840678,0.00309175268184952
"laid",0.00834265072675669,0.00525498626537681,0.00308766446137988
"combo",0.0163412746194203,0.0132568971694733,0.00308437744994701
"complex",0.00713855680743098,0.0040606712050639,0.00307788560236708
"nativ",0.00498838909434936,0.00191090409650066,0.0030774849978487
"ring",0.0108368452739314,0.00776304789203392,0.00307379738189745
"will",0.0108368452739314,0.00776304789203392,0.00307379738189745
"adventur",0.00653650984776813,0.00346351367490744,0.00307299617286069
"former",0.00438634213468651,0.0013137465663442,0.0030725955683423
"sale",0.0145351337404318,0.0114654245790039,0.00306970916142781
"picki",0.00808463060118689,0.00501612325331422,0.00306850734787267
"lead",0.00593446288810527,0.00286635614475099,0.00306810674335429
"song",0.00593446288810527,0.00286635614475099,0.00306810674335429
"wast",0.0117829190676873,0.00871849994028425,0.00306441912740303
"multipl",0.00963275135460566,0.00656873283172101,0.00306401852288465
"marin",0.00533241592844242,0.00226919861459453,0.00306321731384789
"yesterday",0.0111808721080244,0.00812134241012779,0.00305952969789663
"urban",0.00627848972219833,0.00322465066284486,0.00305383905935347
"settl",0.0078266104756171,0.00477726024125164,0.00304935023436546
"melt",0.0136750666551991,0.0106294040367849,0.0030456626184142
"keep",0.00722456351595424,0.00418010271109519,0.00304446080485906
"own",0.0124709727358734,0.00943508897647199,0.00303588375940141
"fare",0.0103208050227918,0.00728532186790875,0.00303548315488302
"specialti",0.0103208050227918,0.00728532186790875,0.00303548315488302
"weight",0.00602046959662854,0.00298578765078228,0.00303468194584626
"gather",0.00387030188354692,0.000836020542219037,0.00303428134132788
"tail",0.00387030188354692,0.000836020542219037,0.00303428134132788
"fluffi",0.00541842263696568,0.00238863012062582,0.00302979251633986
"addict",0.00911671110346607,0.00609100680759584,0.00302570429587023
"postino",0.00481637567730283,0.00179147259046937,0.00302490308683346
"farm",0.0063644964307216,0.00334408216887615,0.00302041426184545
"inch",0.00576244947105874,0.00274692463871969,0.00301552483233905
"earth",0.00455835555173304,0.00155260957840678,0.00300574597332625
"gallo",0.00455835555173304,0.00155260957840678,0.00300574597332625
"averag",0.0254579857228864,0.0224531231338827,0.00300486258900367
"phx",0.00980476477165219,0.00680759584378359,0.0029971689278686
"display",0.00765459705857057,0.00465782873522035,0.00299676832335022
"lower",0.00705255009890771,0.0040606712050639,0.00299187889384382
"god",0.0107508385654081,0.00776304789203392,0.00298779067337418
"pickl",0.00860067085232648,0.00561328078347068,0.0029873900688558
"lit",0.00584845617958201,0.00286635614475099,0.00298210003483102
"draft",0.00739657693300077,0.00441896572315777,0.002977611209843
"repeat",0.00739657693300077,0.00441896572315777,0.002977611209843
"dumpl",0.00524640921991915,0.00226919861459453,0.00297721060532462
"mild",0.00774060376709383,0.00477726024125164,0.00296334352584219
"parent",0.0092887245205126,0.00632986981965843,0.00295885470085417
"insist",0.00498838909434936,0.00203033560253195,0.00295805349181741
"kill",0.00868667756084975,0.00573271228950197,0.00295396527134778
"exampl",0.00653650984776813,0.00358294518093873,0.00295356466682939
"devour",0.00438634213468651,0.00143317807237549,0.00295316406231101
"farmer",0.00438634213468651,0.00143317807237549,0.00295316406231101
"vinaigrett",0.00438634213468651,0.00143317807237549,0.00295316406231101
"flower",0.00593446288810527,0.00298578765078228,0.002948675237323
"intens",0.00378429517502365,0.000836020542219037,0.00294827463280461
"anim",0.00748258364152404,0.00453839722918906,0.00294418641233498
"recal",0.00473036896877956,0.00179147259046937,0.0029388963783102
"process",0.0105788251483616,0.00764361638600263,0.00293520876235895
"lover",0.00842865743527995,0.00549384927743939,0.00293480815784056
"brother",0.00627848972219833,0.00334408216887615,0.00293440755332218
"king",0.00627848972219833,0.00334408216887615,0.00293440755332218
"refer",0.0078266104756171,0.00489669174728293,0.00292991872833417
"salami",0.00352627504945386,0.000597157530156455,0.0029291175192974
"char",0.00507439580287262,0.00214976710856324,0.00292462869430939
"consum",0.00507439580287262,0.00214976710856324,0.00292462869430939
"holi",0.00507439580287262,0.00214976710856324,0.00292462869430939
"gourmet",0.00662251655629139,0.00370237668697002,0.00292013986932137
"assort",0.00602046959662854,0.00310521915681357,0.00291525043981497
"complimentari",0.0075685903500473,0.00465782873522035,0.00291076161482695
"win",0.0075685903500473,0.00465782873522035,0.00291076161482695
"pear",0.00541842263696568,0.00250806162665711,0.00291036101030857
"buffet",0.0134170465296293,0.0105099725307536,0.0029070739988757
"fork",0.0063644964307216,0.00346351367490744,0.00290098275581416
"becom",0.00421432871763998,0.0013137465663442,0.00290058215129577
"butteri",0.00421432871763998,0.0013137465663442,0.00290058215129577
"remain",0.00576244947105874,0.00286635614475099,0.00289609332630776
"huh",0.00361228175797712,0.000716589036187746,0.00289569272178938
"smoki",0.00361228175797712,0.000716589036187746,0.00289569272178938
"finger",0.00670852326481466,0.00382180819300131,0.00288671507181334
"swear",0.00670852326481466,0.00382180819300131,0.00288671507181334
"sent",0.00825664401823342,0.0053744177714081,0.00288222624682532
"pud",0.0061064763051518,0.00322465066284486,0.00288182564230694
"crumbl",0.00395630859207018,0.00107488355428162,0.00288142503778856
"stock",0.011352885525071,0.00847963692822166,0.00287324859684929
"simpli",0.017201341704653,0.0143317807237549,0.00286956098089804
"pain",0.00860067085232648,0.00573271228950197,0.00286795856282451
"caught",0.00645050313924486,0.00358294518093873,0.00286755795830613
"shirt",0.00645050313924486,0.00358294518093873,0.00286755795830613
"demand",0.00430033542616324,0.00143317807237549,0.00286715735378775
"distanc",0.00799862389266363,0.00513555475934551,0.00286306913331811
"shelf",0.00369828846650039,0.000836020542219037,0.00286226792428135
"fanci",0.011696912359164,0.00883793144631554,0.00285898091284848
"rais",0.00679452997333792,0.0039412396990326,0.00285329027430532
"pant",0.0046443622602563,0.00179147259046937,0.00285288966978693
"bonus",0.00834265072675669,0.00549384927743939,0.0028488014493173
"factor",0.00619248301367507,0.00334408216887615,0.00284840084479892
"screw",0.00619248301367507,0.00334408216887615,0.00284840084479892
"rent",0.00559043605401221,0.00274692463871969,0.00284351141529252
"ran",0.0092887245205126,0.00644930132568972,0.00283942319482288
"grant",0.00498838909434936,0.00214976710856324,0.00283862198578612
"creativ",0.00868667756084975,0.00585214379553326,0.00283453376531649
"signatur",0.00653650984776813,0.00370237668697002,0.0028341331607981
"worthi",0.00438634213468651,0.00155260957840678,0.00283373255627972
"eggplant",0.00593446288810527,0.00310521915681357,0.0028292437312917
"effici",0.0117829190676873,0.00895736295234683,0.00282555611534045
"largest",0.0031822482153608,0.000358294518093873,0.00282395369726692
"discount",0.0111808721080244,0.00836020542219037,0.00282066668583405
"forc",0.00627848972219833,0.00346351367490744,0.00281497604729089
"fortun",0.00627848972219833,0.00346351367490744,0.00281497604729089
"lame",0.00567644276253548,0.00286635614475099,0.00281008661778449
"social",0.00567644276253548,0.00286635614475099,0.00281008661778449
"wild",0.00722456351595424,0.00441896572315777,0.00280559779279648
"wouldv",0.00507439580287262,0.00226919861459453,0.00280519718827809
"elsewher",0.0109228519824546,0.00812134241012779,0.00280150957232684
"bump",0.00541842263696568,0.0026274931326884,0.00279092950427728
"inde",0.00541842263696568,0.0026274931326884,0.00279092950427728
"mill",0.0106648318568848,0.00788247939806521,0.00278235245881963
"leather",0.00421432871763998,0.00143317807237549,0.00278115064526448
"purs",0.00421432871763998,0.00143317807237549,0.00278115064526448
"advertis",0.00576244947105874,0.00298578765078228,0.00277666182027647
"killer",0.00576244947105874,0.00298578765078228,0.00277666182027647
"healthi",0.0180614087898856,0.0152872327720053,0.00277417601788036
"dim",0.00731057022447751,0.00453839722918906,0.00277217299528845
"blah",0.00516040251139589,0.00238863012062582,0.00277177239077007
"cracker",0.00516040251139589,0.00238863012062582,0.00277177239077007
"minus",0.00516040251139589,0.00238863012062582,0.00277177239077007
"perform",0.00670852326481466,0.0039412396990326,0.00276728356578205
"state",0.00670852326481466,0.0039412396990326,0.00276728356578205
"brule",0.00455835555173304,0.00179147259046937,0.00276688296126367
"trade",0.00455835555173304,0.00179147259046937,0.00276688296126367
"truffl",0.00455835555173304,0.00179147259046937,0.00276688296126367
"path",0.00395630859207018,0.00119431506031291,0.00276199353175727
"tuck",0.00705255009890771,0.00429953421712648,0.00275301588178124
"thin",0.017201341704653,0.0144512122297862,0.00275012947486675
"spread",0.00645050313924486,0.00370237668697002,0.00274812645227484
"associ",0.00430033542616324,0.00155260957840678,0.00274772584775646
"mimosa",0.00430033542616324,0.00155260957840678,0.00274772584775646
"burnt",0.00584845617958201,0.00310521915681357,0.00274323702276844
"golden",0.00584845617958201,0.00310521915681357,0.00274323702276844
"hidden",0.0095467446460824,0.00680759584378359,0.0027391488022988
"gelato",0.00739657693300077,0.00465782873522035,0.00273874819778042
"soooo",0.00524640921991915,0.00250806162665711,0.00273834759326204
"sub",0.0104928184398383,0.00776304789203392,0.00272977054780439
"tasteless",0.00619248301367507,0.00346351367490744,0.00272896933876763
"shave",0.00404231530059345,0.0013137465663442,0.00272856873424924
"chewi",0.00774060376709383,0.00501612325331422,0.00272448051377961
"pretenti",0.00559043605401221,0.00286635614475099,0.00272407990926123
"biltmor",0.00498838909434936,0.00226919861459453,0.00271919047975483
"horribl",0.0151371807000946,0.0124208766272543,0.00271630407284034
"rotat",0.00653650984776813,0.00382180819300131,0.00271470165476681
"weve",0.0145351337404318,0.0118237190970978,0.00271141464333394
"pet",0.00748258364152404,0.00477726024125164,0.0027053234002724
"communiti",0.00688053668186119,0.00418010271109519,0.002700433970766
"spanish",0.00473036896877956,0.00203033560253195,0.00270003336624762
"tall",0.00473036896877956,0.00203033560253195,0.00270003336624762
"voic",0.00473036896877956,0.00203033560253195,0.00270003336624762
"focus",0.00627848972219833,0.00358294518093873,0.0026955445412596
"ale",0.00412832200911671,0.00143317807237549,0.00269514393674122
"bitch",0.00412832200911671,0.00143317807237549,0.00269514393674122
"microwav",0.00412832200911671,0.00143317807237549,0.00269514393674122
"pancak",0.0121269459017803,0.00943508897647199,0.00269185692530835
"deliveri",0.0078266104756171,0.00513555475934551,0.00269105571627158
"activ",0.00567644276253548,0.00298578765078228,0.0026906551117532
"aroma",0.00352627504945386,0.000836020542219037,0.00269025450723482
"descript",0.00507439580287262,0.00238863012062582,0.0026857656822468
"video",0.00507439580287262,0.00238863012062582,0.0026857656822468
"appeal",0.00877268426937301,0.00609100680759584,0.00268167746177717
"fireplac",0.00447234884320977,0.00179147259046937,0.0026808762527404
"penni",0.00447234884320977,0.00179147259046937,0.0026808762527404
"wonton",0.00447234884320977,0.00179147259046937,0.0026808762527404
"togo",0.00602046959662854,0.00334408216887615,0.00267638742775239
"exterior",0.00387030188354692,0.00119431506031291,0.00267598682323401
"pizzeria",0.00541842263696568,0.00274692463871969,0.00267149799824599
"stellar",0.00541842263696568,0.00274692463871969,0.00267149799824599
"bloodi",0.00481637567730283,0.00214976710856324,0.00266660856873959
"cheer",0.0063644964307216,0.00370237668697002,0.00266211974375157
"grain",0.00421432871763998,0.00155260957840678,0.00266171913923319
"hassl",0.00421432871763998,0.00155260957840678,0.00266171913923319
"obnoxi",0.00421432871763998,0.00155260957840678,0.00266171913923319
"oili",0.00421432871763998,0.00155260957840678,0.00266171913923319
"strike",0.00421432871763998,0.00155260957840678,0.00266171913923319
"curri",0.0137610733637224,0.0111071300609101,0.0026539433028123
"join",0.00731057022447751,0.00465782873522035,0.00265274148925716
"enchilada",0.0110088586909779,0.00836020542219037,0.00264865326878752
"omelet",0.00670852326481466,0.0040606712050639,0.00264785205975076
"terrif",0.00670852326481466,0.0040606712050639,0.00264785205975076
"stew",0.00455835555173304,0.00191090409650066,0.00264745145523238
"lay",0.00395630859207018,0.0013137465663442,0.00264256202572598
"sake",0.00705255009890771,0.00441896572315777,0.00263358437574995
"self",0.00645050313924486,0.00382180819300131,0.00262869494624355
"eastern",0.00430033542616324,0.00167204108443807,0.00262829434172517
"pico",0.00430033542616324,0.00167204108443807,0.00262829434172517
"lost",0.0122989593188269,0.00967395198853458,0.00262500733029229
"mother",0.00739657693300077,0.00477726024125164,0.00261931669174913
"flour",0.00524640921991915,0.0026274931326884,0.00261891608723075
"caus",0.0110948653995012,0.00847963692822166,0.0026152284712795
"sister",0.00894469768641954,0.00632986981965843,0.00261482786676111
"pipe",0.0046443622602563,0.00203033560253195,0.00261402665772435
"tangi",0.0046443622602563,0.00203033560253195,0.00261402665772435
"shame",0.00619248301367507,0.00358294518093873,0.00260953783273634
"bench",0.00404231530059345,0.00143317807237549,0.00260913722821795
"prior",0.00774060376709383,0.00513555475934551,0.00260504900774832
"shake",0.00774060376709383,0.00513555475934551,0.00260504900774832
"struggl",0.00344026834093059,0.000836020542219037,0.00260424779871156
"effort",0.00713855680743098,0.00453839722918906,0.00260015957824192
"ala",0.00498838909434936,0.00238863012062582,0.00259975897372354
"napkin",0.00498838909434936,0.00238863012062582,0.00259975897372354
"concoct",0.00438634213468651,0.00179147259046937,0.00259486954421714
"hop",0.00593446288810527,0.00334408216887615,0.00259038071922912
"last",0.00593446288810527,0.00334408216887615,0.00259038071922912
"mexico",0.00593446288810527,0.00334408216887615,0.00259038071922912
"cranberri",0.00378429517502365,0.00119431506031291,0.00258998011471074
"forev",0.00963275135460566,0.00704645885584617,0.00258629249875949
"match",0.00748258364152404,0.00489669174728293,0.00258589189424111
"sushi",0.0326825492388406,0.0300967395198853,0.00258580971895529
"awar",0.00533241592844242,0.00274692463871969,0.00258549128972272
"stone",0.00533241592844242,0.00274692463871969,0.00258549128972272
"yellow",0.00688053668186119,0.00429953421712648,0.00258100246473471
"retro",0.00412832200911671,0.00155260957840678,0.00257571243070993
"asu",0.0078266104756171,0.00525498626537681,0.00257162421024029
"lazi",0.00567644276253548,0.00310521915681357,0.00257122360572191
"pic",0.00352627504945386,0.000955452048250328,0.00257082300120353
"workout",0.00507439580287262,0.00250806162665711,0.00256633417621551
"basebal",0.00447234884320977,0.00191090409650066,0.00256144474670911
"chick",0.00447234884320977,0.00191090409650066,0.00256144474670911
"tray",0.00447234884320977,0.00191090409650066,0.00256144474670911
"safe",0.00817063730971016,0.00561328078347068,0.00255735652623948
"collect",0.00541842263696568,0.00286635614475099,0.0025520664922147
"crepe",0.00541842263696568,0.00286635614475099,0.0025520664922147
"pecan",0.00481637567730283,0.00226919861459453,0.0025471770627083
"respect",0.0063644964307216,0.00382180819300131,0.00254268823772028
"player",0.00421432871763998,0.00167204108443807,0.0025422876332019
"goto",0.00576244947105874,0.00322465066284486,0.00253779880821388
"partner",0.00576244947105874,0.00322465066284486,0.00253779880821388
"can",0.00516040251139589,0.0026274931326884,0.00253290937870749
"let",0.00455835555173304,0.00203033560253195,0.00252801994920109
"afterward",0.00550442934548895,0.00298578765078228,0.00251864169470667
"ador",0.00705255009890771,0.00453839722918906,0.00251415286971866
"email",0.00705255009890771,0.00453839722918906,0.00251415286971866
"cheddar",0.00645050313924486,0.0039412396990326,0.00250926344021226
"bargain",0.00430033542616324,0.00179147259046937,0.00250886283569387
"fridg",0.00430033542616324,0.00179147259046937,0.00250886283569387
"cherri",0.00584845617958201,0.00334408216887615,0.00250437401070586
"exhibit",0.00369828846650039,0.00119431506031291,0.00250397340618748
"pistachio",0.00369828846650039,0.00119431506031291,0.00250397340618748
"fault",0.00739657693300077,0.00489669174728293,0.00249988518571784
"indic",0.00524640921991915,0.00274692463871969,0.00249948458119946
"closer",0.0110948653995012,0.00859906843425296,0.00249579696524821
"chorizo",0.00679452997333792,0.00429953421712648,0.00249499575621144
"starter",0.00679452997333792,0.00429953421712648,0.00249499575621144
"iron",0.0046443622602563,0.00214976710856324,0.00249459515169306
"children",0.00834265072675669,0.00585214379553326,0.00249050693122343
"bus",0.00404231530059345,0.00155260957840678,0.00248970572218666
"resist",0.00404231530059345,0.00155260957840678,0.00248970572218666
"authent",0.0227917777586652,0.0203033560253195,0.00248842173334569
"phone",0.0163412746194203,0.0138540546996298,0.00248721991979055
"camelback",0.00713855680743098,0.00465782873522035,0.00248072807221063
"condiment",0.00498838909434936,0.00250806162665711,0.00248032746769225
"sing",0.00498838909434936,0.00250806162665711,0.00248032746769225
"classi",0.00533241592844242,0.00286635614475099,0.00246605978369143
"polici",0.00473036896877956,0.00226919861459453,0.00246117035418503
"slaw",0.00473036896877956,0.00226919861459453,0.00246117035418503
"asada",0.0105788251483616,0.00812134241012779,0.00245748273823378
"hundr",0.00412832200911671,0.00167204108443807,0.00245628092467864
"japanes",0.0078266104756171,0.0053744177714081,0.002452192704209
"btw",0.00567644276253548,0.00322465066284486,0.00245179209969062
"hide",0.00352627504945386,0.00107488355428162,0.00245139149517224
"fabul",0.0158252343682807,0.0133763286755046,0.00244890569277613
"access",0.00662251655629139,0.00418010271109519,0.0024424138451962
"sangria",0.00662251655629139,0.00418010271109519,0.0024424138451962
"news",0.00447234884320977,0.00203033560253195,0.00244201324067782
"grew",0.00602046959662854,0.00358294518093873,0.00243752441568981
"creation",0.00387030188354692,0.00143317807237549,0.00243712381117142
"dear",0.00387030188354692,0.00143317807237549,0.00243712381117142
"grate",0.00387030188354692,0.00143317807237549,0.00243712381117142
"punch",0.00387030188354692,0.00143317807237549,0.00243712381117142
"encount",0.00541842263696568,0.00298578765078228,0.00243263498618341
"border",0.00326825492388406,0.000836020542219037,0.00243223438166503
"oregano",0.00481637567730283,0.00238863012062582,0.00242774555667701
"pleasur",0.0063644964307216,0.0039412396990326,0.00242325673168899
"develop",0.00421432871763998,0.00179147259046937,0.00242285612717061
"honor",0.00421432871763998,0.00179147259046937,0.00242285612717061
"burn",0.00791261718414036,0.00549384927743939,0.00241876790670097
"pesto",0.00791261718414036,0.00549384927743939,0.00241876790670097
"shape",0.00576244947105874,0.00334408216887615,0.00241836730218259
"tripl",0.00361228175797712,0.00119431506031291,0.00241796669766421
"draw",0.00516040251139589,0.00274692463871969,0.00241347787267619
"soap",0.00301023479831427,0.000597157530156455,0.00241307726815781
"hospit",0.00455835555173304,0.00214976710856324,0.0024085884431698
"tune",0.00455835555173304,0.00214976710856324,0.0024085884431698
"platter",0.00825664401823342,0.00585214379553326,0.00240450022270016
"aka",0.00395630859207018,0.00155260957840678,0.0024036990136634
"flight",0.00765459705857057,0.00525498626537681,0.00239961079319376
"neither",0.00550442934548895,0.00310521915681357,0.00239921018867538
"sprinkl",0.00550442934548895,0.00310521915681357,0.00239921018867538
"exot",0.00335426163240733,0.000955452048250328,0.002398809584157
"beat",0.0178033886643158,0.0154066642780365,0.00239672438627927
